Participant,Vessel Flag,Vessel Name,Registration,Call Sign,IMO Number,Type of Vessel,Gross Tonnage,Gross Registered Tonnage,Fishing Methods,Status,Authorised Start Date,Authorised End Date
"China","CHN","HONG DA 17","(ZHE)CHUAN DENG (JI)(2012)FT-200182 HAO","BZ3VM",,"07.3.0 Liners - Pole and Line Vessels",1322.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HONG DA 18","(ZHE)CHUAN DENG (JI)(2012)FT-200183 HAO","BZ4VM",,"07.3.0 Liners - Pole and Line Vessels",1322.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HONG DA 2","(ZHE)CHUAN DENG (JI)(2012)FT-200184 HAO","BZ2VM",,"07.3.0 Liners - Pole and Line Vessels",1322.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HONG PU 1","(ZHE)CHUAN DENG (JI)(2015)FT-200155 HAO","BZV7V",,"07.1.0 Liners - Handliners",611.00,,"09.1.0 LHP  ","Authorised  ",16/02/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HONG PU 57","(ZHE)CHUAN DENG (JI)(2015)FT-200120 HAO","BZV1W",,"07.1.0 Liners - Handliners",611.00,,"09.1.0 LHP  ","Authorised  ",16/02/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HONG RUN 16","(ZHE) CHUAN DENG (JI) (2015)FT-200055","BZV6S",,"07.3.0 Liners - Pole and Line Vessels",542.00,,"09.1.0 LHP  ","Authorised  ",27/05/2015 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HONG RUN 58","(ZHE)CHUAN DENG(JI)(2015)FT-200105","BZ2UV",,"07.3.0 Liners - Pole and Line Vessels",660.00,,"09.0.0      ","Authorised  ",29/02/2016 12:00:00 a.m.,31/03/2018 11:59:59 p.m.
"China","CHN","HONG RUN 8","(ZHE)CHUAN DENG (JI)(2012)FT-200032 HAO","BZ7VI",,"07.3.0 Liners - Pole and Line Vessels",1910.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HU SHUN YU 06","(HU)CHUAN DENG (JI)(2014)FT-200013 HAO","BZU2M",,"07.3.0 Liners - Pole and Line Vessels",1253.00,1253.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HU SHUN YU 07","(HU)CHUAN DENG (JI)(2014)FT-200014 HAO","BZU3M",,"07.3.0 Liners - Pole and Line Vessels",1253.00,1253.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HU SHUN YU 08","(HU)CHUAN DENG (JI)(2014)FT-200015 HAO","BZU4M",,"07.3.0 Liners - Pole and Line Vessels",1253.00,1253.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HU SHUN YU 809","(ZHE)CHUAN DENG (JI)(2014)FT-200188HAO","BZ1VT",,"07.3.0 Liners - Pole and Line Vessels",1500.00,,"09.0.0      ","Authorised  ",31/10/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HU YU 906","(HU)CHUAN DENG (JI)(2013)FT-200011 HAO","BIUE",,"07.3.0 Liners - Pole and Line Vessels",668.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HU YU 907","(HU)CHUAN DENG (JI)(2013)FT-200012 HAO","BIZA",8649565,"07.3.0 Liners - Pole and Line Vessels",1273.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HU YU 908","(HU)CHUAN DENG (JI)(2013)FT-200013 HAO","BIZB",8649577,"07.3.0 Liners - Pole and Line Vessels",1273.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HU YU 961","(HU)CHUAN DENG(JI)(2013)FT-200009 HAO","BZU6E",,"07.3.0 Liners - Pole and Line Vessels",1009.00,,"09.0.0      ","Authorised  ",2/01/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HU YU 962","(HU)CHUAN DENG(JI)(2013)FT-200010 HAO","BZU7E",,"07.3.0 Liners - Pole and Line Vessels",1004.00,,"09.0.0      ","Authorised  ",2/01/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HUA LI 16","(ZHE)CHUAN DENG (JI)(2013)FT-200150 HAO","BZ4UV",,"07.3.0 Liners - Pole and Line Vessels",942.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA LI 17","(ZHE)CHUAN DENG(JI)(2015)FT-200008","BZ4VV",,"07.3.0 Liners - Pole and Line Vessels",752.00,,"09.1.0 LHP  ","Authorised  ",29/02/2016 12:00:00 a.m.,31/03/2018 11:59:59 p.m.
"China","CHN","HUA LI 18","(ZHE)CHUAN DENG (JI)(2011)FT-200124 HAO","BZ6VN",,"07.3.0 Liners - Pole and Line Vessels",950.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA LI 19","(ZHE)CHUAN DENG (JI)(2011)FT-200123 HAO","BZ7VN",,"07.3.0 Liners - Pole and Line Vessels",950.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA LI 8","(ZHE)CHUAN DENG (JI)(2014)FT-200238HAO","BZU7N",,"07.3.0 Liners - Pole and Line Vessels",1275.00,1275.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HUA YING 1","(ZHE)CHUAN DENG (JI)(2013)FT-200159 HAO","BZ3VD",,"07.3.0 Liners - Pole and Line Vessels",946.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA YING 209","(ZHE)CHUAN DENG (JI)?2012?FT-200051 HAO","BZ6VR",,"07.3.0 Liners - Pole and Line Vessels",731.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA YING 217","(ZHE)CHUAN DENG (JI)?2012?FT-200052 HAO","BZ7VR",,"07.3.0 Liners - Pole and Line Vessels",731.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA YING 261","(ZHE)CHUAN DENG (JI)?2012?FT-200159 HAO","BZ4UD",,"07.3.0 Liners - Pole and Line Vessels",482.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HUA YING 58","(ZHE)CHUAN DENG (JI)(2013)FT-200140HAO","BZV1K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,17/08/2017 12:00:00 a.m.
"China","CHN","HUA YING 803","(ZHE)CHUAN DENG (JI)(2013)FT-200138HAO","BZV3K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,17/08/2017 12:00:00 a.m.
"China","CHN","HUA YING 809","(ZHE)CHUAN DENG (JI)?2013?FT-200137 HAO","BZV4K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HUA YING 811","(ZHE)CHUAN DENG (JI)?2013?FT-200136 HAO","BZV5K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HUA YING 817","(ZHE)CHUAN DENG (JI)(2013)FT-200142HAO","BZV7K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,17/08/2017 12:00:00 a.m.
"China","CHN","HUA YING 818","(ZHE)CHUAN DENG (JI)(2013)FT-200144HAO","BZV8K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,11/08/2017 12:00:00 a.m.
"China","CHN","HUA YING 819","(ZHE)CHUAN DENG (JI)(2013)FT-200143HAO","BZV9K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,17/08/2017 12:00:00 a.m.
"China","CHN","HUA YING 87","(ZHE)CHUAN DENG (JI)?2013?FT-200141 HAO","BZV2K",,"07.3.0 Liners - Pole and Line Vessels",487.00,,"09.1.0 LHP  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HUA YING NO.207","(ZHE)CHUAN DENG (JI)?2014?FT-200052 HAO","BZ4UM",,"07.3.0 Liners - Pole and Line Vessels",491.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 1","(ZHE)CHUAN DENG(QUAN)(2012) YY-200027HAO","BZ8VB",,"07.3.0 Liners - Pole and Line Vessels",1305.00,,"09.0.0      ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 11","(ZHE)CHUAN DENG(QUAN)(2012) YY-200064HAO","BZ8VH",,"07.3.0 Liners - Pole and Line Vessels",998.00,,"09.0.0      ","Authorised  ",30/09/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 12","(ZHE)CHUAN DENG(QUAN)(2012) YY-200065HAO","BZ9VH",,"07.3.0 Liners - Pole and Line Vessels",998.00,,"09.0.0      ","Authorised  ",30/09/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 15","(ZHE)CHUAN DENG(QUAN)(2012) YY-200066HAO","BZ1VI",,"07.3.0 Liners - Pole and Line Vessels",998.00,,"09.0.0      ","Authorised  ",30/09/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 16","(ZHE)CHUAN DENG(QUAN)(2012) YY-200067HAO","BZ2VI",,"07.3.0 Liners - Pole and Line Vessels",998.00,,"09.0.0      ","Authorised  ",30/09/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 17","(ZHE)CHUAN DENG (JI)(2014)FT-200137 HAO","BZV1M",,"07.3.0 Liners - Pole and Line Vessels",965.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","JIA DE 18","(ZHE)CHUAN DENG (JI)(2014)FT-200138 HAO","BZV2M",,"07.3.0 Liners - Pole and Line Vessels",965.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","JIA DE 2","(ZHE)CHUAN DENG(QUAN)(2012) YY-200030HAO","BZ9VB",,"07.3.0 Liners - Pole and Line Vessels",1305.00,,"09.0.0      ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 21","(ZHE)CHUAN DENG (JI)(2014)FT-200139HAO","BZV3M",,"07.3.0 Liners - Pole and Line Vessels",965.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","JIA DE 22","(ZHE)CHUAN DENG (JI)(2014)FT-200140 HAO","BZV4M",,"07.3.0 Liners - Pole and Line Vessels",965.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","JIA DE 5","(ZHE)CHUAN DENG (JI)(2014)FT-200082HAO","BZ1VC",,"07.3.0 Liners - Pole and Line Vessels",1305.00,,"09.0.0      ","Authorised  ",11/08/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 6","(ZHE)CHUAN DENG(QUAN)(2012) YY-200029HAO","BZ2VC",,"07.3.0 Liners - Pole and Line Vessels",1305.00,,"09.0.0      ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 7","(ZHE)CHUAN DENG(QUAN)(2012) YY-200028HAO","BZ3VC",,"07.3.0 Liners - Pole and Line Vessels",1305.00,,"09.0.0      ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIA DE 8","(ZHE)CHUAN DENG(QUAN)(2012) YY-200031HAO","BZ4VC",,"07.3.0 Liners - Pole and Line Vessels",1305.00,,"09.0.0      ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI 616","(ZHE?CHUAN DENG(JI)(2015)FT-200023HAO","BZ3UN",,"07.3.0 Liners - Pole and Line Vessels",957.00,957.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 701","(ZHE?CHUAN DENG(JI)(2015)FT-200009HAO","BZ2UK",,"07.3.0 Liners - Pole and Line Vessels",760.00,760.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 711","?ZHE?CHUAN DENG(JI)(2014)FT-200233HAO","BZ9VF",,"07.3.0 Liners - Pole and Line Vessels",727.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JIN HAI 715","(ZHE)CHUAN DENG (JI)(2015)FT-200154 HAO","BZ2UJ",,"07.1.0 Liners - Handliners",543.00,,"09.1.0 LHP  ","Authorised  ",16/02/2016 12:00:00 a.m.,31/03/2019 12:00:00 a.m.
"China","CHN","JIN HAI 716","(ZHE)CHUAN DENG (JI)(2015)FT-200109HAO","BZ1UK",,"07.3.0 Liners - Pole and Line Vessels",543.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 718","(ZHE)CHUAN DENG (JI)(2015)FT-200110HAO","BKXJ2",,"07.3.0 Liners - Pole and Line Vessels",543.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 728","(ZHE)CHUAN DENG (JI)(2015)FT-200097HAO","BZ3UD",,"07.3.0 Liners - Pole and Line Vessels",543.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 767","(ZHE)CHUAN DENG (JI)(2015)FT-200103HAO","BZUG7",,"07.3.0 Liners - Pole and Line Vessels",546.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 771","(ZHE)CHUAN DENG (JI)(2015)FT-200119HAO","BZ8UJ",,"07.3.0 Liners - Pole and Line Vessels",543.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 777","(ZHE)CHUAN DENG (JI)(2015)FT-200046HAO","BZUG8",,"07.3.0 Liners - Pole and Line Vessels",471.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 788","(ZHE)CHUAN DENG (JI)(2015)FT-200098HAO","BZUH8",,"07.3.0 Liners - Pole and Line Vessels",543.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","JIN HAI 799","?ZHE?CHUAN DENG(JI)(2015)FT-200152HAO","BZ8VC",,"07.3.0 Liners - Pole and Line Vessels",492.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JIN HAI 824","?ZHE?CHUAN DENG(JI)(2014)FT-200234HAO","BZ1VG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JIN HAI 829","(ZHE)CHUAN DENG (JI)(2014)FT-200161 HAO","BZ2VG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",15/10/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI 856","(ZHE)CHUAN DENG (JI)(2014)FT-200163 HAO","BZ3VG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",15/10/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI 858","?ZHE?CHUAN DENG(JI)(2014)FT-200236HAO","BZ5VB",,"07.3.0 Liners - Pole and Line Vessels",457.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JIN HAI 866","(ZHE)CHUAN DENG (JI)(2015)FT-200121 HAO","BZU4R",,"07.1.0 Liners - Handliners",542.00,,"09.1.0 LHP  ","Authorised  ",16/02/2016 12:00:00 a.m.,31/03/2019 12:00:00 a.m.
"China","CHN","JIN HAI 868","(ZHE)CHUAN DENG (JI)(2014)FT-200159 HAO","BZ4VG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",15/10/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI 878","(ZHE)CHUAN DENG (JI)(2014)FT-200160 HAO","BZ5VG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",15/10/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI 886","(ZHE)CHUAN DENG (JI)(2014)FT-200166 HAO","BZ6VG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",15/10/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI 888","?ZHE?CHUAN DENG(JI)(2014)FT-200235HAO","BZ3VI",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JIN HAI 898","(ZHE)CHUAN DENG (JI)(2012)FT-200243 HAO","BZ8VF",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JIN HAI YANG 1","(ZHE)CHUAN  DENG (JI)(2014)FT-200150 HAO","BZ8VL",,"07.3.0 Liners - Pole and Line Vessels",954.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JIN HAI YANG 2","(ZHE)CHUAN  DENG (JI)(2014)FT-200152 HAO","BZ9VL",,"07.3.0 Liners - Pole and Line Vessels",954.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","JING LU 7 HAO","(LU)CHUAN DENG (JI)(2012)FT-200015 HAO","BZZT9",,"07.3.0 Liners - Pole and Line Vessels",1408.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JING YUAN 601","(LU)CHUAN DENG (JI)(2011)FT-200009 HAO","BZZT2",,"07.3.0 Liners - Pole and Line Vessels",1204.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JING YUAN 608","(LU)CHUAN DENG (JI)(2013)FT-200208 HAO","BZZT7",,"07.3.0 Liners - Pole and Line Vessels",1372.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","JING YUAN 616","(LU)CHUAN DENG (JI)(2014)FT-200090 HAO","BZSF2",9768291,"07.3.0 Liners - Pole and Line Vessels",1419.00,1419.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","JING YUAN 618","(LU)CHUAN DENG (JI)(2014)FT-200091 HAO","BZSF3",9768306,"07.3.0 Liners - Pole and Line Vessels",1419.00,1419.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","KAI FU HAO","000000092153","BIWY",8907022,"01.2.3 Trawlers - Stern Trawlers - Factory",7671.00,7671.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","KAI LI","000000092156","BIWV",8607244,"01.2.3 Trawlers - Stern Trawlers - Factory",7847.00,7847.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","KAI SHUN","000000090084","BIWZ",8607268,"01.2.3 Trawlers - Stern Trawlers - Factory",7847.00,7847.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","KAI YU","000000092155","BIWU",8907072,"01.2.3 Trawlers - Stern Trawlers - Factory",7671.00,7671.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAN XING HAI","011122","BAWV",7817452,"01.2.3 Trawlers - Stern Trawlers - Factory",4630.00,4630.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAO JIN YU 88","(ZHE)CHUANDENG(JI)(2015)FT-200079","BZ9UO",,"07.3.0 Liners - Pole and Line Vessels",590.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAO YU 1 HAO","(LIAO)CHUAN DENG (JI) (2011) FT-200001 HAO","BZYL",,"07.3.0 Liners - Pole and Line Vessels",1198.00,,"09.0.0      ","Authorised  ",18/03/2016 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAO YU 2 HAO","(LIAO)CHUAN DENG (JI) (2011) FT-200002 HAO","BZYN",,"07.3.0 Liners - Pole and Line Vessels",1198.00,,"09.0.0      ","Authorised  ",18/03/2016 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAO YU 5","(LIAO)CHUAN DENG (JI) (2011) FT-200066 HAO","BAMB",,"07.3.0 Liners - Pole and Line Vessels",921.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAO YU 6","(LIAO)CHUAN DENG (JI) (2011) FT-200067 HAO","BAMC",,"07.3.0 Liners - Pole and Line Vessels",921.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LIAO YU 8","(LIAO)CHUAN DENG(JI)(2014) FT-200043HAO","BZSF8",,"07.3.0 Liners - Pole and Line Vessels",1419.00,1419.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LIAO YU 9","(LIAO)CHUAN DENG (JI)(2014)FT-200044 HAO","BZSF9",,"07.3.0 Liners - Pole and Line Vessels",1419.00,1419.00,"09.1.0 LHP  ","Authorised  ",3/03/2016 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LONGFA","JI2014-200028","BZZQ7",8607115,"01.2.3 Trawlers - Stern Trawlers - Factory",7765.00,7765.00,"03.2.1 OTM  ","Authorised  ",13/05/2015 12:00:00 a.m.,24/04/2019 11:59:59 p.m.
"China","CHN","LONGTENG","(JI)CHUAN DENG(JI)(2014)FT-200023HAO","BZZQ6",8607373,"01.2.3 Trawlers - Stern Trawlers - Factory",7765.00,7765.00,"03.2.1 OTM  ","Authorised  ",8/04/2015 12:00:00 a.m.,9/04/2019 11:59:59 p.m.
"China","CHN","LU HUANG YUAN YU 115","(LU)CHUAN DENG(JI)(2014)FT-200060 HAO","BZTE6",9752929,"07.3.0 Liners - Pole and Line Vessels",1655.00,1655.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU HUANG YUAN YU 116","(LU)CHUAN DENG(JI)(2014)FT-200059 HAO","BZTE7",9752931,"07.3.0 Liners - Pole and Line Vessels",1655.00,1655.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU HUANG YUAN YU 117","(LU)CHUAN DENG(JI)(2014)FT-200130 HAO","BZTE8",,"07.3.0 Liners - Pole and Line Vessels",1655.00,1655.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU HUANG YUAN YU 118","(LU)CHUAN DENG(JI)(2014)FT-200131 HAO","BZTE9",9769556,"07.3.0 Liners - Pole and Line Vessels",1655.00,1655.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU RONG YU 2682","(LU)CHUAN DENG (JI)(2013) FT-200216 HAO","412692720",,"07.3.0 Liners - Pole and Line Vessels",233.00,,"09.1.0 LHP  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU RONG YU2660","(LU)CHUAN DENG (JI)(2013) FT-100033 HAO","412328210",,"07.3.0 Liners - Pole and Line Vessels",247.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","LU RONG YUAN YU 179","(LU)CHUAN DENG(JI) (2014)FT-200092 HAO","BCFC4",,"07.3.0 Liners - Pole and Line Vessels",1673.00,1673.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU RONG YUAN YU 279","(LU)CHUAN DENG(JI) (2014)FT-200093 HAO","BCFC5",,"07.3.0 Liners - Pole and Line Vessels",1673.00,1673.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","LU RONG YUAN YU 808","(LU)CHUAN DENG(JI)?2014?FT-200087","BZSV8",,"07.3.0 Liners - Pole and Line Vessels",1497.00,509.00,"09.1.0 LHP  ","Authorised  ",28/04/2015 12:00:00 a.m.,17/08/2019 12:00:00 a.m.
"China","CHN","LU RONG YUAN YU 809","(LU)CHUAN DENG(JI)?2014?FT-200088","BZSV9",,"07.3.0 Liners - Pole and Line Vessels",1497.00,509.00,"09.1.0 LHP  ","Authorised  ",28/04/2015 12:00:00 a.m.,17/08/2019 12:00:00 a.m.
